alpha_id,segment,cost_bps_one_way,bars,net_return,net_sharpe_daily,max_drawdown,avg_turnover_per_bar,annualized_turnover,trade_events,mean_abs_position,gross_bps_per_unit_turnover
LT_FUNDING_CROWDING_MR_30D,validation,0.0,631296,0.4088235986641322,2.030571311586412,-0.13482056092558836,0.00012038731802022085,63.23234377428889,721,0.2375190258026123,46.92893206238139
LT_FUNDING_CROWDING_MR_30D,train,2.0,1893888,1.3005681176288646,1.3057805638432307,-0.19421296909021102,0.0001108829746954143,58.284578405320644,1980,0.20774723589420319,45.88446137001495
LT_FUNDING_CROWDING_MR_30D,validation,2.0,631296,0.38757113831842127,1.9441086841919457,-0.1368945142497099,0.00012038731802022085,63.23234377428889,721,0.2375190258026123,46.92893206238139
LT_FUNDING_CROWDING_MR_30D,train,6.0,1893888,1.1152095745650592,1.187499699971497,-0.20031336676128775,0.0001108829746954143,58.284578405320644,1980,0.20774723589420319,45.88446137001495
LT_FUNDING_CROWDING_MR_30D,validation,6.0,631296,0.34602182388393077,1.771071467026866,-0.1410276624835024,0.00012038731802022085,63.23234377428889,721,0.2375190258026123,46.92893206238139
LT_FUNDING_CROWDING_MR_30D,train,10.0,1893888,0.9447782298349785,1.0690303761098188,-0.20636783642991585,0.0001108829746954143,58.284578405320644,1980,0.20774723589420319,45.88446137001495
LT_FUNDING_CROWDING_MR_30D,validation,10.0,631296,0.30571490769668563,1.597914858586154,-0.1451412098513094,0.00012038731802022085,63.23234377428889,721,0.2375190258026123,46.92893206238139
LT_PERP_SPOT_BASIS_MR_10080,train,0.0,1893888,0.7858650336085697,1.234255526196311,-0.1704412311608764,7.423884380841628e-05,39.02291252464056,1370,0.1421932578086853,44.386261677701704
LT_PERP_SPOT_BASIS_MR_10080,validation,0.0,631296,-0.015792025791707687,-0.08125164013612451,-0.08632624324890226,6.256969209061936e-05,32.86418221704662,384,0.1473483145236969,-2.292096129506017
LT_PERP_SPOT_BASIS_MR_10080,train,2.0,1893888,0.7363455687395701,1.17893044479106,-0.17050760267008702,7.423884380841628e-05,39.02291252464056,1370,0.1421932578086853,44.386261677701704
LT_PERP_SPOT_BASIS_MR_10080,validation,2.0,631296,-0.023536776508037205,-0.15207586528466277,-0.09137410006737767,6.256969209061936e-05,32.86418221704662,384,0.1473483145236969,-2.292096129506017
LT_PERP_SPOT_BASIS_MR_10080,train,6.0,1893888,0.6413849637976232,1.0681664711937948,-0.1706403337403396,7.423884380841628e-05,39.02291252464056,1370,0.1421932578086853,44.386261677701704
LT_PERP_SPOT_BASIS_MR_10080,validation,6.0,631296,-0.03884440774780851,-0.293506137740879,-0.10138661437884589,6.256969209061936e-05,32.86418221704662,384,0.1473483145236969,-2.292096129506017
LT_PERP_SPOT_BASIS_MR_10080,train,10.0,1893888,0.5516140772847444,0.9572617106705767,-0.17077304888074873,7.423884380841628e-05,39.02291252464056,1370,0.1421932578086853,44.386261677701704
LT_PERP_SPOT_BASIS_MR_10080,validation,10.0,631296,-0.05391269857764747,-0.4346231633471217,-0.11128920776884155,6.256969209061936e-05,32.86418221704662,384,0.1473483145236969,-2.292096129506017
LT_PERP_SPOT_BASIS_MR_43200,train,0.0,1893888,1.2224610108508958,1.7265382311240427,-0.11424649746454263,6.626579124713317e-05,34.83197200857103,1222,0.1477557271718979,67.31582787533915
LT_PERP_SPOT_BASIS_MR_43200,validation,0.0,631296,0.19619028592056198,1.3811401242853922,-0.07178987861031538,5.702553971786983e-05,29.95216627791524,356,0.1758573055267334,52.45024418418627
LT_PERP_SPOT_BASIS_MR_43200,train,2.0,1893888,1.167370198936835,1.6757375149525868,-0.11534412763005464,6.626579124713317e-05,34.83197200857103,1222,0.1477557271718979,67.31582787533915
LT_PERP_SPOT_BASIS_MR_43200,validation,2.0,631296,0.18763217973142488,1.328979379190336,-0.07238374057572994,5.702553971786983e-05,29.95216627791524,356,0.1758573055267334,52.45024418418627
LT_PERP_SPOT_BASIS_MR_43200,train,6.0,1893888,1.061248262997076,1.574002776433674,-0.1175353789729493,6.626579124713317e-05,34.83197200857103,1222,0.1477557271718979,67.31582787533915
LT_PERP_SPOT_BASIS_MR_43200,validation,6.0,631296,0.17069869978665508,1.2245306399470042,-0.07357036048001309,5.702553971786983e-05,29.95216627791524,356,0.1758573055267334,52.45024418418627
LT_PERP_SPOT_BASIS_MR_43200,train,10.0,1893888,0.9603182798383629,1.4720992467037999,-0.1197212956548952,6.626579124713317e-05,34.83197200857103,1222,0.1477557271718979,67.31582787533915
LT_PERP_SPOT_BASIS_MR_43200,validation,10.0,631296,0.15400598280125366,1.1199241738035675,-0.0747555098201238,5.702553971786983e-05,29.95216627791524,356,0.1758573055267334,52.45024418418627
LT_BTC_ETH_RATIO_MR_7D,train,0.0,1893888,-0.33838025204697675,-0.31885233546265673,-0.5276337817174106,0.00012656504986807704,66.52768277004361,2316,0.28961947560310364,-11.709694833411765
LT_BTC_ETH_RATIO_MR_7D,validation,0.0,631296,0.04717816075351289,0.34481485218628,-0.1648838755441696,0.00012814905494451523,67.30917098745704,778,0.3054421544075012,8.637550599320855
LT_BTC_ETH_RATIO_MR_7D,train,2.0,1893888,-0.36935008088726085,-0.3732741910097008,-0.541450386315851,0.00012656504986807704,66.52768277004361,2316,0.28961947560310364,-11.709694833411765
LT_BTC_ETH_RATIO_MR_7D,validation,2.0,631296,0.030391633643214178,0.26510270717286827,-0.1746144098684016,0.00012814905494451523,67.30917098745704,778,0.3054421544075012,8.637550599320855
LT_BTC_ETH_RATIO_MR_7D,train,6.0,1893888,-0.42701034593821363,-0.48207642438969756,-0.5679996956207495,0.00012656504986807704,66.52768277004361,2316,0.28961947560310364,-11.709694833411765
LT_BTC_ETH_RATIO_MR_7D,validation,6.0,631296,-0.0023794991208330174,0.10561992306882503,-0.19373726724282558,0.00012814905494451523,67.30917098745704,778,0.3054421544075012,8.637550599320855
LT_BTC_ETH_RATIO_MR_7D,train,10.0,1893888,-0.4794008699587783,-0.5908169840524602,-0.5930128773706627,0.00012656504986807704,66.52768277004361,2316,0.28961947560310364,-11.709694833411765
LT_BTC_ETH_RATIO_MR_7D,validation,10.0,631296,-0.03410970575726946,-0.05391957958756376,-0.2124178601384017,0.00012814905494451523,67.30917098745704,778,0.3054421544075012,8.637550599320855
LT_BTC_ETH_RATIO_MOM_1D,train,0.0,1893888,0.20501947924288744,0.3480785205777827,-0.37912161874016537,0.00023681444872636348,124.4792091473937,2242,0.23241828382015228,6.955816713806582
LT_BTC_ETH_RATIO_MOM_1D,validation,0.0,631296,-0.06860062381164733,-0.30330278901043156,-0.19078929412202073,0.0002334879682166502,122.63747110962868,735,0.22728101909160614,-3.552281045007178
LT_BTC_ETH_RATIO_MOM_1D,train,2.0,1893888,0.10163434041386643,0.24798862680647496,-0.3804049645015952,0.00023681444872636348,124.4792091473937,2242,0.23241828382015228,6.955816713806582
LT_BTC_ETH_RATIO_MOM_1D,validation,2.0,631296,-0.09560351344029283,-0.4737526749281947,-0.1991294798690575,0.0002334879682166502,122.63747110962868,735,0.22728101909160614,-3.552281045007178
LT_BTC_ETH_RATIO_MOM_1D,train,6.0,1893888,-0.07929694389671493,0.0478240262448588,-0.3842096781552016,0.00023681444872636348,124.4792091473937,2242,0.23241828382015228,6.955816713806582
LT_BTC_ETH_RATIO_MOM_1D,validation,6.0,631296,-0.1472864267374967,-0.8145935192842563,-0.21555383650822313,0.0002334879682166502,122.63747110962868,735,0.22728101909160614,-3.552281045007178
LT_BTC_ETH_RATIO_MOM_1D,train,10.0,1893888,-0.230523311000834,-0.1522896412914389,-0.39635489876538876,0.00023681444872636348,124.4792091473937,2242,0.23241828382015228,6.955816713806582
LT_BTC_ETH_RATIO_MOM_1D,validation,10.0,631296,-0.19601964967386498,-1.155176211115606,-0.23685691322801072,0.0002334879682166502,122.63747110962868,735,0.22728101909160614,-3.552281045007178
