alpha_id,segment,year,bars,net_return,net_sharpe_daily,max_drawdown,avg_turnover_per_bar,annualized_turnover,trade_events,mean_abs_position,gross_bps_per_unit_turnover
LT_MOM_0240,train,2020,527040,-0.003985733110478118,0.10774145672887843,-0.26202589441706725,0.0003331816114950925,175.24017418920994,862,0.12111792713403702,7.0878142204798475
LT_MOM_0240,train,2021,525600,-0.20821779009118502,-1.3927315672788945,-0.2903627714490963,0.00036605788045562804,192.53177525103092,946,0.12670090794563293,-4.957284182431366
LT_MOM_0240,train,2022,525600,0.028665671330021514,0.28016289345191736,-0.0759927373154824,0.00034132422297261655,179.52287504822016,880,0.12560498714447021,8.097088140351902
LT_MOM_0240,train,2023,315648,-0.0025664627670052287,-0.0020283784914756583,-0.09119791149955903,0.00032346154330298305,169.5092170536518,499,0.1191796064376831,5.98938074051798
LT_MOM_0240,validation,2023,209952,0.012964655903445088,0.45175390415828776,-0.05957460291295391,0.0003210257273167372,168.61543609946966,333,0.12269089370965958,8.278008862910761
LT_MOM_0240,validation,2024,421344,-0.039836883171276094,-0.4585096309296985,-0.12102291240203034,0.0003493581898510456,183.4976308196783,720,0.12706197798252106,3.6541676867460806
LT_MOM_0720,train,2020,527040,0.31314859054904587,0.9827135665869707,-0.36251154455448964,0.0003384942247066647,178.03441936522722,882,0.1940004974603653,25.113699845719477
LT_MOM_0720,train,2021,525600,-0.22229601708159352,-0.995680160848634,-0.36413747657864637,0.000366438296623528,192.73193411529064,960,0.19894975423812866,-4.362028152597286
LT_MOM_0720,train,2022,525600,-0.013781241094000807,0.0340187468205858,-0.1808077510406907,0.00035083721741102636,184.5262915045023,913,0.20101599395275116,6.393824508826792
LT_MOM_0720,train,2023,315648,0.1238043955429553,1.6415068124156005,-0.07188766226792132,0.0003440541331656277,180.30069492012262,538,0.1921571046113968,17.237694776174873
LT_MOM_0720,validation,2023,209952,0.04564759213688463,0.9598631888083259,-0.0976779894252594,0.000321978353895247,169.11576794832945,334,0.18832875788211823,13.47732020477635
LT_MOM_0720,validation,2024,421344,-0.027268053265459002,-0.14811189574123926,-0.1292918160014349,0.0003702437970787287,194.4675731509924,773,0.19847629964351654,5.040791881918932
LT_MOM_1440,train,2020,527040,0.21218521802519286,0.7921659873249421,-0.40668320893403187,0.0002631678362376988,138.41577623784542,690,0.23867261409759521,25.567588531204944
LT_MOM_1440,train,2021,525600,-0.3616644285573385,-1.7595213617818604,-0.4727461753951542,0.0003009893116541207,158.3083648905158,788,0.2390981912612915,-18.25333173373666
LT_MOM_1440,train,2022,525600,-0.09373254016779187,-0.2506009823333056,-0.2969864872429022,0.00028900307370349765,152.0040464401245,756,0.24469183385372162,1.5831938296861778
LT_MOM_1440,train,2023,315648,0.054434891357377335,0.5864091849907149,-0.1672111865527296,0.00028766223113052547,150.74864499270916,451,0.23994451761245728,12.818985090732925
LT_MOM_1440,validation,2023,209952,-0.018112833632550118,-0.132566856445246,-0.14770192297495688,0.00027911143843084574,146.6003449112177,290,0.23871169984340668,4.471780403262179
LT_MOM_1440,validation,2024,421344,-0.16368630621076985,-1.2575152565547452,-0.21160787601560327,0.00029856839682906866,156.820649407804,626,0.25398722290992737,-6.871192596872049
LT_MOM_4320,train,2020,527040,0.2709763360353228,0.9468155295333627,-0.38811400077391756,0.00019808743672911078,104.18607417494059,522,0.3304644525051117,37.70997950801313
LT_MOM_4320,train,2021,525600,-0.39401589250243296,-1.424236813551654,-0.48425328292746783,0.00021803649724461138,114.67851112782955,572,0.320468008518219,-29.67858041469591
LT_MOM_4320,train,2022,525600,0.24036747028468697,0.8405862653020861,-0.18014027888646555,0.00021993911650497466,115.67918571084738,576,0.339623361825943,28.942017638572704
LT_MOM_4320,train,2023,315648,0.20499741714685515,1.563793302223455,-0.11289281010750174,0.00020909367594867945,109.57501523941755,329,0.332356333732605,36.283176888414275
LT_MOM_4320,validation,2023,209952,0.0746500014556517,1.1358884910528,-0.11276671783185277,0.00021766878489870578,114.32825488597155,227,0.33223024010658264,23.788134875233045
LT_MOM_4320,validation,2024,421344,0.17524383623376183,1.0216554109982403,-0.1372495351469234,0.00022475696459878236,118.0517997443676,472,0.34086641669273376,25.903137785526184
LT_MR_Z_0240,train,2020,527040,-0.1795006082324101,-1.3166404199462087,-0.21374088137744085,0.0007342897588387132,386.20698577165604,1930,0.13436931371688843,1.2492495931053569
LT_MR_Z_0240,train,2021,525600,-0.04765941815922037,-0.21145800348936067,-0.20022290669012122,0.0007621766999363899,400.8743591308594,1995,0.14083331823349,5.215354274118392
LT_MR_Z_0240,train,2022,525600,-0.1539917382764595,-1.291779654757023,-0.19721777045079858,0.0007338281720876694,385.96420007944107,1921,0.13452622294425964,1.857581166771503
LT_MR_Z_0240,train,2023,315648,-0.14953590169715325,-3.242687397861495,-0.16127780221243926,0.0007505195098929107,393.30785769224167,1178,0.13739925622940063,-0.7533894149659717
LT_MR_Z_0240,validation,2023,209952,-0.1014899180627723,-3.9048108999178663,-0.11222514829676378,0.00075017154449597,394.0197126567364,785,0.1301640421152115,-0.6950926632501415
LT_MR_Z_0240,validation,2024,421344,-0.1400751236004143,-2.241530902868417,-0.15164757857228273,0.000753540953155607,395.7914038002491,1583,0.1438354253768921,1.3814711599606275
LT_MR_Z_1440,train,2020,527040,-0.3018519276112399,-1.5883163510556186,-0.3399408083915525,0.000244573486270383,128.63588002324104,644,0.18399366736412048,-20.08763648257034
LT_MR_Z_1440,train,2021,525600,0.050809166737353806,0.4824298036421208,-0.13748577314435695,0.0002524734300095588,132.79090721905231,664,0.19340191781520844,11.993074119213865
LT_MR_Z_1440,train,2022,525600,-0.10162108875799158,-0.5847111610946312,-0.16784627258120355,0.00024219939950853586,127.38720569014549,637,0.1966438889503479,-1.493414999031103
LT_MR_Z_1440,train,2023,315648,-0.09694566678542083,-1.4941794434311955,-0.15846625985770024,0.00023887369025032967,125.18114760518074,376,0.1818924993276596,-7.087612822045426
LT_MR_Z_1440,validation,2023,209952,-0.05133034131612646,-1.453067659576015,-0.08524365046364935,0.0002619646256789565,137.594175696373,275,0.18147005140781403,-3.119561134692711
LT_MR_Z_1440,validation,2024,421344,-0.09043224252102056,-0.9294534864548873,-0.11113583940433724,0.00026011999580077827,136.6259501874447,548,0.1813340038061142,-2.0064666399695223
LT_OFI_0240,train,2020,527040,0.04293332088440205,0.39543872588458634,-0.182945251967358,0.0009479355649091303,498.57622441649437,4085,0.24154429137706757,7.4566487660022975
LT_OFI_0240,train,2021,525600,-0.28531740210700385,-1.432615652450791,-0.29487601348430137,0.0011533484794199467,606.615204334259,4731,0.21338187158107758,0.9895343201189802
LT_OFI_0240,train,2022,525600,-0.4068927974761575,-3.3917545233526574,-0.4371674265306488,0.0011369861895218492,598.0092875361443,4625,0.20517122745513916,-2.508304370461316
LT_OFI_0240,train,2023,315648,-0.1553895496364862,-2.9156354318468054,-0.15573797126014055,0.0012250988511368632,642.009927213192,2972,0.20348235964775085,1.7131740170356777
LT_OFI_0240,validation,2023,209952,-0.07939642440143047,-2.731274633512448,-0.09522856738963159,0.0010878676548600197,571.3910758495331,1790,0.19379284977912903,2.4502607266229064
LT_OFI_0240,validation,2024,421344,-0.3027166322775333,-3.3653629596382255,-0.32951548424900146,0.0012253646273165941,643.6128526926041,3994,0.2092553675174713,-0.8411927394012694
LT_OFI_0720,train,2020,527040,0.6777977655706962,2.1257141058607685,-0.19705522960759214,0.00033868395257741213,178.13422666490078,1593,0.26622265577316284,37.49285892645158
LT_OFI_0720,train,2021,525600,0.16032015948119094,0.8195735288337639,-0.21997569919843873,0.00039041100535541773,205.34057101607323,1811,0.22864729166030884,15.345019768389209
LT_OFI_0720,train,2022,525600,0.00479637358383278,0.12207835125407557,-0.25732638500930627,0.00039041100535541773,205.34054924547672,1785,0.22007423639297485,7.062025143911634
LT_OFI_0720,train,2023,315648,-0.08399617110173496,-1.1003687808213332,-0.1620273385681804,0.0004340277228038758,227.45113715529442,1202,0.20923621952533722,-0.1401255640823777
LT_OFI_0720,validation,2023,209952,0.02403281745583641,0.6913325036630366,-0.07435335908775598,0.0003681793750729412,193.38237422704697,679,0.1988740712404251,9.434078302956198
LT_OFI_0720,validation,2024,421344,-0.1816107934489919,-1.7273045276427232,-0.2745041598959592,0.0004395458963699639,230.86792342364788,1596,0.21583503484725952,-4.371233300481739
LT_VOL_ADJ_MOM_0720,train,2020,527040,0.3447637420296177,1.6719153386637962,-0.1667148595535196,0.00035519126686267555,186.8163840919733,934,0.19970399141311646,23.215236164638142
LT_VOL_ADJ_MOM_0720,train,2021,525600,-0.07536162019315151,-0.2169986922228958,-0.2630371975847027,0.0003888889623340219,204.54000087082386,1019,0.20388132333755493,3.9809327913255066
LT_VOL_ADJ_MOM_0720,train,2022,525600,0.02277395283712136,0.217528786276012,-0.13617538156031317,0.00037138507468625903,195.33369456231594,967,0.2054680436849594,7.930022717780804
LT_VOL_ADJ_MOM_0720,train,2023,315648,0.12795706551608488,1.7198559801105073,-0.0718876622679242,0.0003728837473317981,195.40875957906246,585,0.20023192465305328,16.64294428109839
LT_VOL_ADJ_MOM_0720,validation,2023,209952,0.00574387927267872,0.218306540287258,-0.09736788747550973,0.0003677031199913472,193.13220830261707,383,0.1965649425983429,7.257096886510154
LT_VOL_ADJ_MOM_0720,validation,2024,421344,-0.012017425451734676,-0.03231141682880067,-0.11411454900880624,0.0003842465812340379,201.82244262099266,807,0.20089145004749298,5.792529675697519
LT_VOLUME_CONFIRMED_MOM_0720,train,2020,527040,0.18210962544094733,1.115067352240218,-0.18160655456753716,0.00015501670714002103,81.53259290009737,407,0.11709922552108765,28.297157159559713
LT_VOLUME_CONFIRMED_MOM_0720,train,2021,525600,-0.04949012540550901,-0.28727566729835635,-0.1655957334542758,0.00015848551993258297,83.35706685483456,416,0.12445200979709625,1.9788447175558548
LT_VOLUME_CONFIRMED_MOM_0720,train,2022,525600,-0.051162784216075674,-0.40643090028586365,-0.10505941933470242,0.00014707002264913172,77.35294860228896,383,0.10164383053779602,-0.0163916105197924
LT_VOLUME_CONFIRMED_MOM_0720,train,2023,315648,0.03236653033006598,0.6624277741003974,-0.09740412310895386,0.00017139346164185554,89.8183077648282,270,0.12450195103883743,12.228334876429841
LT_VOLUME_CONFIRMED_MOM_0720,validation,2023,209952,0.03253079364050948,1.2245544320540314,-0.043199770357506995,0.00014765281230211258,77.55308569595218,155,0.08385346084833145,16.810901610338
LT_VOLUME_CONFIRMED_MOM_0720,validation,2024,421344,-0.007371657664840048,-0.030425169365308088,-0.07624665235146433,0.00018535922572482377,97.35845589637756,388,0.1127876415848732,5.721029744390094
LT_ILLIQ_MR_1440,train,2020,527040,-0.007833485269671203,-0.07158263553881015,-0.0979968570331502,3.794778876908822e-06,1.9959015845088288,10,0.005806011613458395,-15.898098729131146
LT_ILLIQ_MR_1440,train,2021,525600,-0.0059190437961449405,-0.6676744054501256,-0.014317605425365643,1.5220700788631802e-06,0.8005479494458996,4,0.00299086794257164,-67.11330506573354
LT_ILLIQ_MR_1440,train,2022,525600,0.015680191616448846,1.888843070165258,-0.009923148707091434,1.5220700788631802e-06,0.8005479494458996,4,0.0019178084330633283,201.97055996361215
LT_ILLIQ_MR_1440,train,2023,315648,0.0,0.0,0.0,0.0,0.0,0,0.0,
LT_ILLIQ_MR_1440,validation,2023,209952,-0.00031113065631449555,-0.4143857844311203,-0.003562677330794295,1.9051974504691316e-06,1.0006849580677226,2,0.003372199833393097,-1.5989153398381561
LT_ILLIQ_MR_1440,validation,2024,421344,0.001661277643818293,0.36330809558110877,-0.005748864148770627,9.493430752627319e-07,0.49863480534986593,2,0.0010252906940877438,47.922164223839424
LT_TRADE_SIZE_DIR_0240,train,2020,527040,-0.03406097102611416,-0.5748735598358393,-0.08732962612707429,0.00010435637523187324,54.887298591434956,275,0.02016165852546692,0.3217107001959087
LT_TRADE_SIZE_DIR_0240,train,2021,525600,0.03988337831862099,0.7302406209264057,-0.07593976128275648,9.208525443682447e-05,48.43315489590168,242,0.015011416748166084,14.47550338307965
LT_TRADE_SIZE_DIR_0240,train,2022,525600,-0.006045878606277477,-0.13443387339464044,-0.03173105563806733,8.828006684780121e-05,46.431783959269524,232,0.012317352928221226,4.870381433399098
LT_TRADE_SIZE_DIR_0240,train,2023,315648,0.01322740850102222,0.5387401196725977,-0.027870362740939347,0.00012799067189916968,67.07318316400051,202,0.02020605467259884,9.360195986101349
LT_TRADE_SIZE_DIR_0240,validation,2023,209952,0.0077869421777558845,0.7948430466379371,-0.02848161187765441,0.0001124066548072733,59.04040997475386,118,0.021004803478717804,9.414595294341556
LT_TRADE_SIZE_DIR_0240,validation,2024,421344,0.020466040695708898,0.6668384011167071,-0.03741088115104774,0.0001101238012779504,57.841639291495085,232,0.01835555024445057,10.524976456017454
LT_FUNDING_CROWDING_MR_30D,train,2020,527040,0.3050586385536218,1.309578189960305,-0.15676858264780358,9.676684567239136e-05,50.895501885563135,472,0.21254554390907288,64.09664668743191
LT_FUNDING_CROWDING_MR_30D,train,2021,525600,0.1925261029460561,0.918137904451723,-0.2003133667612942,0.00011472604819573462,60.34130108356476,563,0.22341327369213104,41.763962642176104
LT_FUNDING_CROWDING_MR_30D,train,2022,525600,0.30112952537730386,1.862725369961856,-0.12152033239379312,0.00011796042963396758,62.04247182235122,592,0.18877854943275452,50.721040266623994
LT_FUNDING_CROWDING_MR_30D,train,2023,315648,0.04456375402675228,0.6278565831878663,-0.07027326345111173,0.00011785280366893858,61.76046095788479,356,0.20523495972156525,18.917559185611044
LT_FUNDING_CROWDING_MR_30D,validation,2023,209952,0.06525808812205258,1.6501793827990159,-0.05468373127943693,0.00011383555101929232,59.79092951864004,226,0.21716393530368805,33.621396005255534
LT_FUNDING_CROWDING_MR_30D,validation,2024,421344,0.26356404977578807,1.8577093817175108,-0.14102766248352772,0.00012388925824780017,65.07184488326311,496,0.2476617991924286,52.93197732807654
LT_PERP_SPOT_BASIS_MR_10080,train,2020,527040,0.1703366376072326,0.8870190412777093,-0.1706403337403396,8.993625669972971e-05,47.30286906659603,465,0.18849042057991028,43.82968045372447
LT_PERP_SPOT_BASIS_MR_10080,train,2021,525600,0.2149655772481036,1.5463477399100232,-0.11156945154292297,8.028918091440573e-05,42.22890771366656,404,0.14839044213294983,55.74552490914432
LT_PERP_SPOT_BASIS_MR_10080,train,2022,525600,0.1302229371429553,1.4564477382078258,-0.08387137616588503,6.126331572886556e-05,32.22205575183034,314,0.10578767210245132,45.49479863213672
LT_PERP_SPOT_BASIS_MR_10080,train,2023,315648,0.021342865286861912,0.4663156639835083,-0.0667685155814749,6.146087253000587e-05,32.208411030471325,189,0.11519160866737366,17.824249193378048
LT_PERP_SPOT_BASIS_MR_10080,validation,2023,209952,-0.04317069218628988,-1.5501106278853922,-0.07185929238350397,5.763221633969806e-05,30.270719088613987,113,0.1183127760887146,-29.46852400847064
LT_PERP_SPOT_BASIS_MR_10080,validation,2024,421344,0.004521479853455412,0.12343034761987763,-0.09459568710581434,6.526734796352684e-05,34.28114326111972,272,0.16181646287441254,9.673864724157724
LT_PERP_SPOT_BASIS_MR_43200,train,2020,527040,0.2525660154331222,1.4087779448129867,-0.11228222804347232,7.191103941295296e-05,37.8223376031965,368,0.17918942868709564,70.58375696393902
LT_PERP_SPOT_BASIS_MR_43200,train,2021,525600,0.15564763128871784,1.0925140607479917,-0.11753537897295263,7.686454773647711e-05,40.42767387069762,395,0.1641666740179062,46.382693369133136
LT_PERP_SPOT_BASIS_MR_43200,train,2022,525600,0.2486471267305681,2.333186795578268,-0.0905260109003051,5.726789095206186e-05,30.120616268366575,293,0.11171232163906097,81.58760360827124
LT_PERP_SPOT_BASIS_MR_43200,train,2023,315648,0.1404192061742362,2.576171160808952,-0.04183973169646271,5.607512503047474e-05,29.386024637147784,168,0.12796151638031006,81.54593672716074
LT_PERP_SPOT_BASIS_MR_43200,validation,2023,209952,-0.002490079861789507,-0.029227595071318443,-0.06237923416430169,4.620103572960943e-05,24.266611721366644,96,0.12000458687543869,4.977420081095909
LT_PERP_SPOT_BASIS_MR_43200,validation,2024,421344,0.17362111007825387,1.6486722178064497,-0.07357036048001742,6.265664706006646e-05,32.90990046970546,261,0.20368823409080505,69.69421884225488
LT_BTC_ETH_RATIO_MR_7D,train,2020,527040,-0.11517077750923954,-0.31402059349369016,-0.3504138705001334,0.00012408927432261407,65.26598417758942,630,0.290915310382843,-7.084881211769915
LT_BTC_ETH_RATIO_MR_7D,train,2021,525600,-0.30652967282296784,-1.1249643268422131,-0.4208929479398832,0.00012918566062580794,67.94651064276695,654,0.2791095972061157,-38.909114219671366
LT_BTC_ETH_RATIO_MR_7D,train,2022,525600,0.14660058430840928,0.7129892119065968,-0.1640157355915277,0.0001278538693441078,67.2460308149457,656,0.2944406270980835,30.120554862398063
LT_BTC_ETH_RATIO_MR_7D,train,2023,315648,-0.18558215413901546,-2.002714235768303,-0.21279940549852705,0.00012513941328506917,65.57897460088134,377,0.29692819714546204,-43.686976811924055
LT_BTC_ETH_RATIO_MR_7D,validation,2023,209952,0.1238270791870224,2.428389045203654,-0.0662508350702008,0.0001305060286540538,68.54691648110747,260,0.2870427370071411,49.968499587593236
LT_BTC_ETH_RATIO_MR_7D,validation,2024,421344,-0.11230070946423432,-0.662507530515088,-0.17337834468634483,0.00012744929699692875,66.94172685965896,519,0.31461039185523987,-12.4834130014141
LT_BTC_ETH_RATIO_MOM_1D,train,2020,527040,-0.187012212365407,-0.47890855508275787,-0.3842096781552016,0.00022825589985586703,120.05348635464907,601,0.22909846901893616,-7.072139762342991
LT_BTC_ETH_RATIO_MOM_1D,train,2021,525600,0.4672453525648508,1.7962680764994094,-0.20419842283030565,0.00023763316858094186,124.9855605661869,625,0.2326027899980545,40.20951857762137
LT_BTC_ETH_RATIO_MOM_1D,train,2022,525600,-0.2582367867895743,-1.2962868867426964,-0.3329787768182675,0.0002452435437589884,128.98829155415297,644,0.23879003524780273,-15.243026554631715
LT_BTC_ETH_RATIO_MOM_1D,train,2023,315648,0.04056096269212772,0.5082486796709136,-0.14132363545796744,0.00023728967062197626,124.35103476047516,375,0.22704531252384186,12.191186400586634
LT_BTC_ETH_RATIO_MOM_1D,validation,2023,209952,-0.04582470044723086,-0.9108091165401088,-0.11101383725201508,0.00023433929891325533,123.08425817638636,245,0.24330133199691772,-2.8201167888436625
