alpha_id,segment,benchmark,window_minutes,sampling_minutes,mean,std,p05,p95
LT_OFI_0720,train,ETH_SPOT,240,5,0.006831416357137555,0.6423202639088399,-0.9149007975789324,0.9110025347468723
LT_OFI_0720,validation,ETH_SPOT,240,5,0.03098135317272121,0.6900926331845538,-0.9485915358124508,0.9482611167634046
LT_OFI_0720,train,ETH_SPOT,1440,5,0.0028101770594928166,0.5308616556297248,-0.796186173179965,0.7972672610110303
LT_OFI_0720,validation,ETH_SPOT,1440,5,0.025444958969476572,0.5686382104398884,-0.8134068393323898,0.8536988371194223
LT_VOL_ADJ_MOM_0720,train,BTC_SPOT,60,5,-0.02088910124138812,0.9077123618086883,-1.0382375732383886,1.0365964262436178
LT_VOL_ADJ_MOM_0720,validation,BTC_SPOT,60,5,-0.01697652270840794,0.8959318004527039,-1.0434576062825112,1.0456032186982422
LT_VOL_ADJ_MOM_0720,train,BTC_SPOT,240,5,-0.020782841440177273,0.8634488752419464,-1.0179419008645398,1.0176145760272508
LT_VOL_ADJ_MOM_0720,validation,BTC_SPOT,240,5,-0.01527443777831758,0.868033244495908,-1.0201474413956149,1.0224127683715782
LT_VOL_ADJ_MOM_0720,train,BTC_SPOT,1440,5,-0.03473261115345141,0.6728632610050516,-0.9695782783841308,1.0005496940459995
LT_VOL_ADJ_MOM_0720,validation,BTC_SPOT,1440,5,-0.015539140217363644,0.6719095269117795,-0.9812213654882468,1.0023503069074562
LT_VOL_ADJ_MOM_0720,train,ETH_SPOT,60,5,-0.010271002733667609,0.6524147635480301,-0.9396267321683274,0.9762458428155046
LT_VOL_ADJ_MOM_0720,validation,ETH_SPOT,60,5,-0.0015200292785596723,0.7115117289634905,-0.984972698549502,1.0709349240231507
LT_VOL_ADJ_MOM_0720,train,ETH_SPOT,240,5,-0.010596693690443474,0.6163901579502522,-0.8729842391934259,0.9098905536588311
LT_VOL_ADJ_MOM_0720,validation,ETH_SPOT,240,5,0.001342776532403658,0.667630196011925,-0.8938190742118436,0.9772762478072796
LT_VOL_ADJ_MOM_0720,train,ETH_SPOT,1440,5,-0.023461363539510813,0.47491495432969594,-0.7222896788452273,0.7726263071029416
LT_VOL_ADJ_MOM_0720,validation,ETH_SPOT,1440,5,-0.0006977014387875943,0.5208459773073393,-0.7425872247807926,0.8398296814280165
LT_VOLUME_CONFIRMED_MOM_0720,train,BTC_SPOT,60,5,0.0329994434998416,0.8980428559181265,-1.0439247567535,1.0401521213533127
LT_VOLUME_CONFIRMED_MOM_0720,validation,BTC_SPOT,60,5,0.0016229653692831495,0.746279940454472,-1.0337478653265493,1.0304559415667993
LT_VOLUME_CONFIRMED_MOM_0720,train,BTC_SPOT,240,5,0.03222212076037935,0.873972312711903,-1.0263402631169907,1.021032116107107
LT_VOLUME_CONFIRMED_MOM_0720,validation,BTC_SPOT,240,5,0.001062859733134579,0.7271978435553035,-1.018689437224596,1.01517629901933
LT_VOLUME_CONFIRMED_MOM_0720,train,BTC_SPOT,1440,5,0.023903882325306977,0.72962696306711,-0.996869481984876,1.0101525384525423
LT_VOLUME_CONFIRMED_MOM_0720,validation,BTC_SPOT,1440,5,-0.0005337028129590407,0.6127863703028372,-0.9876242870254018,1.0002623362132501
LT_VOLUME_CONFIRMED_MOM_0720,train,ETH_SPOT,60,5,0.026878037395745152,0.662109461615935,-0.9404123029054805,0.9999362725737394
LT_VOLUME_CONFIRMED_MOM_0720,validation,ETH_SPOT,60,5,0.013301595793352867,0.5905469625856362,-0.9133312116592329,0.9993969204062471
LT_VOLUME_CONFIRMED_MOM_0720,train,ETH_SPOT,240,5,0.02627768428116832,0.6286209043820405,-0.8781528906569378,0.9363711351724049
LT_VOLUME_CONFIRMED_MOM_0720,validation,ETH_SPOT,240,5,0.01282057753677921,0.5546419368128134,-0.8372883532130931,0.9209547285154184
LT_VOLUME_CONFIRMED_MOM_0720,train,ETH_SPOT,1440,5,0.017653203721583244,0.5159666704564887,-0.761277682430949,0.8274500032495454
LT_VOLUME_CONFIRMED_MOM_0720,validation,ETH_SPOT,1440,5,0.010151795981702377,0.46902683798787226,-0.722518099774656,0.7893950602192558
LT_ILLIQ_MR_1440,train,BTC_SPOT,60,5,-0.009658296426371824,0.11765200723552358,0.0,0.0
LT_ILLIQ_MR_1440,validation,BTC_SPOT,60,5,-0.009067604567469047,0.09455872093717148,0.0,0.0
LT_ILLIQ_MR_1440,train,BTC_SPOT,240,5,-0.009637917949920053,0.11644008904710128,0.0,0.0
LT_ILLIQ_MR_1440,validation,BTC_SPOT,240,5,-0.00901297371246956,0.09331486675726801,0.0,0.0
LT_ILLIQ_MR_1440,train,BTC_SPOT,1440,5,-0.009108551777911998,0.1072127822186094,0.0,0.0
LT_ILLIQ_MR_1440,validation,BTC_SPOT,1440,5,-0.008085415697318044,0.08230403921522246,0.0,0.0
LT_ILLIQ_MR_1440,train,ETH_SPOT,60,5,-0.006104609943891932,0.08642214115081315,0.0,0.0
LT_ILLIQ_MR_1440,validation,ETH_SPOT,60,5,-0.006622112538026343,0.0731855659337718,0.0,0.0
LT_ILLIQ_MR_1440,train,ETH_SPOT,240,5,-0.006064872484797751,0.08343827780922951,0.0,0.0
LT_ILLIQ_MR_1440,validation,ETH_SPOT,240,5,-0.006577880891935542,0.06987064294369333,0.0,0.0
LT_ILLIQ_MR_1440,train,ETH_SPOT,1440,5,-0.005763901071445391,0.076568188873537,0.0,0.0
LT_ILLIQ_MR_1440,validation,ETH_SPOT,1440,5,-0.005906833780199672,0.059927774775278074,0.0,0.0
LT_TRADE_SIZE_DIR_0240,train,BTC_SPOT,60,5,0.005859223843842291,0.27780788128967154,0.0,0.05991294726794264
LT_TRADE_SIZE_DIR_0240,validation,BTC_SPOT,60,5,0.007016755240698362,0.3027095575894812,-0.08771569625746038,0.5677331165812878
LT_TRADE_SIZE_DIR_0240,train,BTC_SPOT,240,5,0.004633975096751417,0.25170269398947354,-0.2392099309409956,0.3453601099744139
LT_TRADE_SIZE_DIR_0240,validation,BTC_SPOT,240,5,0.0069514430725298735,0.27788136056962703,-0.379060427189592,0.5114875628388685
LT_TRADE_SIZE_DIR_0240,train,BTC_SPOT,1440,5,0.009678138472631374,0.1767444240542349,-0.25829173745915934,0.3128282502771336
LT_TRADE_SIZE_DIR_0240,validation,BTC_SPOT,1440,5,0.011890135468657147,0.22174723612427796,-0.3742256150553265,0.4297792152653813
LT_TRADE_SIZE_DIR_0240,train,ETH_SPOT,60,5,0.005089316431854,0.21495926722636852,0.0,0.03938453345428498
LT_TRADE_SIZE_DIR_0240,validation,ETH_SPOT,60,5,0.009163789429255711,0.2530892155945298,-0.050784008929769774,0.3291735353932736
LT_TRADE_SIZE_DIR_0240,train,ETH_SPOT,240,5,0.004245334776492292,0.18909816284173528,-0.14835033969416697,0.22209613825443683
LT_TRADE_SIZE_DIR_0240,validation,ETH_SPOT,240,5,0.009249918654766855,0.22210807625028212,-0.24746269096678777,0.34851371577865864
LT_TRADE_SIZE_DIR_0240,train,ETH_SPOT,1440,5,0.007006103303381436,0.1309412038357176,-0.18552210651087528,0.2060046643134993
LT_TRADE_SIZE_DIR_0240,validation,ETH_SPOT,1440,5,0.013518444642071427,0.1760861872311792,-0.2719444982196124,0.3183228288292229
LT_FUNDING_CROWDING_MR_30D,train,BTC_SPOT,60,5,0.023008389485173548,0.9223314116744564,-1.1446067231737864,1.0392365720480063
LT_FUNDING_CROWDING_MR_30D,validation,BTC_SPOT,60,5,-0.0040290317904176885,0.9472432758986201,-1.1181948848125853,1.0521363012306357
LT_FUNDING_CROWDING_MR_30D,train,BTC_SPOT,240,5,0.023098197826758808,0.9168052121756962,-1.1341149533444062,1.0210689616943383
LT_FUNDING_CROWDING_MR_30D,validation,BTC_SPOT,240,5,-0.0029357441039480595,0.9410157705110095,-1.1012081578680168,1.0299411805106022
LT_FUNDING_CROWDING_MR_30D,train,BTC_SPOT,1440,5,0.024198616337525035,0.8781607609576714,-1.1246704856232725,1.0106137803522055
LT_FUNDING_CROWDING_MR_30D,validation,BTC_SPOT,1440,5,-0.0053607368259799264,0.8995152458850048,-1.093733925841151,1.0183430318359425
LT_FUNDING_CROWDING_MR_30D,train,ETH_SPOT,60,5,0.00978849893831945,0.6824371305098295,-1.0252014193654175,0.972738012737041
LT_FUNDING_CROWDING_MR_30D,validation,ETH_SPOT,60,5,0.0041749638391395385,0.7437730333146252,-1.05486649134895,1.0511139185600755
LT_FUNDING_CROWDING_MR_30D,train,ETH_SPOT,240,5,0.009257772860518942,0.6611901536114255,-0.9698190907297396,0.9171283421771713
LT_FUNDING_CROWDING_MR_30D,validation,ETH_SPOT,240,5,0.005809826144227781,0.7147046319644863,-0.9693562098186365,0.9676927901635135
LT_FUNDING_CROWDING_MR_30D,train,ETH_SPOT,1440,5,0.008415789279535794,0.625290824037791,-0.9270051640665267,0.8590280757942881
